Age (years),Sex,Height (cm),Initial LBM (kg),Training Experience (years),Training Frequency (sessions per week),Average Reps per Set,Average Load per Exercise (kg),Average Daily Calories (kcal),Average Daily Protein Intake (grams),Average Sleep Duration per Night (hours),Sleep Quality (1–10 scale),Stress Level (1–10 scale),Creatine Supplement Use,Training Duration (Weeks),LBM after the training period (kg)
40,Female,161.1,48.0,0.5,1,8,67.8,1918.0,96.0,7.0,6.9,1.0,No,29,50.0
24,Female,165.9,50.6,0.4,6,12,65.4,2341.0,131.0,5.5,2.0,6.5,Yes,32,52.8
30,Female,160.0,46.5,1.9,6,12,10.0,2144.0,136.0,8.1,9.5,1.1,No,47,49.0
27,Female,166.9,50.3,0.3,1,15,38.7,2014.0,137.0,6.7,6.0,6.6,No,13,51.4
18,Female,167.1,52.2,6.5,4,4,56.9,2076.0,110.0,5.0,2.2,8.6,Yes,28,55.7
29,Male,172.3,58.7,0.2,5,15,54.9,2875.0,162.0,10.0,8.3,2.5,Yes,52,62.1
43,Male,165.1,51.0,2.4,7,7,98.2,2902.0,201.0,4.4,1.0,10.0,No,32,53.3
40,Female,171.6,55.2,0.4,5,14,32.2,2375.0,157.0,7.1,4.9,6.8,No,29,55.4
32,Female,165.8,49.8,1.9,3,15,45.2,1991.0,117.0,8.7,9.5,1.0,No,26,51.5
41,Female,160.1,41.2,4.0,7,12,65.6,2387.0,143.0,6.5,3.1,8.3,No,29,42.6
19,Male,170.6,55.2,0.5,4,9,91.9,2756.0,150.0,6.0,4.8,3.2,No,17,57.0
27,Male,182.0,69.8,0.3,1,15,23.0,2308.0,176.0,5.9,3.8,3.9,Yes,39,71.5
34,Male,173.3,61.3,2.0,2,4,76.7,2183.0,119.0,7.4,5.0,7.3,No,16,63.0
29,Female,157.3,44.0,0.2,6,7,62.5,2664.0,147.0,7.4,5.1,6.5,No,46,46.1
28,Male,180.8,61.7,4.1,5,15,46.5,2731.0,193.0,9.2,8.7,6.1,No,8,63.4
18,Male,166.1,53.1,4.3,7,9,60.9,3158.0,183.0,8.7,8.1,3.7,No,23,55.1
18,Female,160.3,42.9,2.9,3,11,52.9,1991.0,145.0,7.9,6.7,1.0,Yes,28,44.4
38,Male,163.4,49.9,1.0,1,5,61.9,2069.0,70.0,5.8,3.5,7.9,No,18,49.4
32,Female,158.9,45.4,1.0,4,15,46.9,2336.0,113.0,5.1,1.0,6.1,Yes,15,45.6
39,Male,169.3,53.7,0.5,5,7,35.2,2989.0,126.0,5.6,3.5,7.1,No,18,53.7
26,Male,172.5,64.8,2.1,6,7,72.0,2538.0,181.0,7.0,5.0,10.0,Yes,12,65.9
23,Male,175.2,59.1,0.2,1,11,84.2,2292.0,128.0,7.7,6.4,3.6,No,23,60.2
30,Female,167.9,51.6,2.8,2,10,41.3,2166.0,101.0,7.3,7.3,1.2,No,52,53.3
39,Male,177.8,63.8,0.4,7,6,48.0,2810.0,162.0,6.0,3.6,10.0,Yes,16,64.4
28,Male,176.8,61.1,4.9,5,4,56.9,2618.0,130.0,9.6,9.4,1.9,No,8,62.0
38,Female,169.3,46.4,2.7,4,14,38.0,2203.0,103.0,7.1,6.8,2.3,No,40,46.6
20,Male,168.3,53.9,1.1,4,6,63.9,2571.0,166.0,8.7,8.3,1.0,No,26,57.0
28,Female,163.5,47.8,0.7,6,5,69.8,2623.0,126.0,8.5,7.0,5.3,Yes,32,50.7
29,Female,161.9,47.0,0.6,2,8,79.0,1976.0,139.0,8.4,7.0,4.3,No,46,51.0
42,Male,175.8,61.6,2.3,2,10,38.7,2561.0,151.0,6.5,4.2,4.7,Yes,8,60.6
32,Female,165.1,47.4,4.5,1,12,37.5,1651.0,50.0,6.3,4.8,5.8,No,18,49.1
47,Male,179.8,65.7,5.8,7,7,102.7,2828.0,172.0,6.5,3.6,4.7,Yes,32,69.2
18,Female,176.4,57.2,6.8,7,8,83.3,2174.0,132.0,9.9,10.0,1.0,No,14,58.3
31,Male,179.0,60.0,5.6,7,12,79.9,3021.0,160.0,6.0,2.6,5.2,No,31,61.5
32,Female,169.1,52.2,2.5,1,11,56.2,2106.0,95.0,6.1,4.7,4.7,No,13,52.4
36,Male,180.6,64.0,0.4,2,14,47.9,2695.0,155.0,5.6,4.5,9.2,Yes,5,63.7
22,Female,161.1,44.8,0.8,4,8,63.9,2563.0,135.0,6.5,5.8,4.3,Yes,27,47.4
47,Male,180.1,64.9,1.0,3,11,56.4,2405.0,167.0,7.3,5.6,4.6,No,39,67.0
30,Male,170.0,55.9,2.2,2,9,43.3,2317.0,116.0,8.3,5.1,9.7,No,34,57.9
19,Male,168.8,50.7,1.2,7,9,70.5,2407.0,181.0,6.9,4.4,6.4,Yes,38,54.9
30,Male,174.5,62.6,0.9,6,4,90.1,2797.0,205.0,5.6,2.6,6.4,Yes,28,64.7
27,Female,166.7,49.2,0.9,1,6,53.8,2134.0,82.0,5.2,2.6,6.9,No,29,49.9
58,Male,175.8,64.7,1.6,2,6,104.8,2381.0,159.0,7.0,6.2,4.1,No,49,70.4
40,Female,160.8,46.0,2.8,6,9,56.6,2160.0,160.0,6.0,1.7,6.4,Yes,43,48.7
30,Female,163.9,46.4,0.6,6,11,50.0,2144.0,135.0,7.0,5.5,1.7,No,23,46.8
29,Female,163.2,48.3,1.6,2,13,19.1,1946.0,105.0,5.0,2.4,8.4,Yes,34,48.9
40,Male,177.6,66.2,0.4,5,11,85.2,2979.0,149.0,8.3,6.5,4.3,Yes,28,68.1
40,Male,158.3,48.4,13.2,7,4,101.9,3058.0,126.0,8.7,8.1,3.3,No,30,51.4
18,Female,160.5,47.4,1.5,7,12,64.0,2723.0,138.0,7.6,5.7,6.6,No,30,50.0
36,Male,165.4,52.2,0.5,4,10,32.9,2288.0,135.0,6.7,4.2,7.9,Yes,26,53.5
30,Male,171.9,60.0,2.0,6,10,84.2,2649.0,168.0,8.0,6.9,3.0,No,46,63.7
18,Female,162.5,48.9,0.6,4,5,58.5,2283.0,111.0,6.7,5.0,3.8,No,16,49.2
39,Female,164.3,45.9,2.2,6,12,38.4,2125.0,119.0,7.5,6.1,5.3,No,20,46.4
52,Female,156.5,43.7,0.5,4,9,71.0,2232.0,122.0,6.3,3.2,5.0,No,6,44.0
36,Male,173.3,65.2,0.3,1,10,52.2,2482.0,117.0,7.7,6.2,1.7,Yes,39,67.1
41,Female,167.7,53.5,0.6,1,12,10.0,2001.0,55.0,6.6,3.3,5.9,No,36,53.3
48,Male,178.1,66.8,1.7,4,11,45.1,2551.0,155.0,6.0,3.5,8.1,Yes,12,66.4
22,Male,168.6,54.1,1.2,4,6,31.0,2349.0,151.0,6.1,6.3,5.7,Yes,44,55.5
18,Female,162.7,49.4,2.8,2,13,42.2,1805.0,117.0,6.1,3.1,6.0,No,15,49.3
37,Male,169.0,53.1,0.6,7,11,63.4,2674.0,165.0,6.2,4.8,5.2,No,40,55.6
28,Male,164.9,49.9,2.1,1,5,51.1,2659.0,103.0,7.0,6.0,6.9,No,29,51.7
18,Male,183.9,72.5,0.9,4,14,34.3,2847.0,176.0,7.9,5.6,1.0,No,18,73.4
29,Female,168.6,50.9,1.3,5,8,32.5,2517.0,138.0,5.3,1.6,9.2,Yes,12,51.6
37,Female,162.1,46.9,5.0,5,7,17.8,2121.0,142.0,4.0,1.0,5.7,No,29,46.8
29,Female,169.3,52.4,3.2,5,15,80.2,1869.0,137.0,6.5,5.5,5.0,No,38,54.9
22,Female,163.9,48.7,0.6,7,4,50.6,2346.0,164.0,6.7,5.6,8.0,No,36,51.3
28,Male,178.0,62.4,2.4,1,7,65.6,2291.0,98.0,7.3,5.9,5.6,No,34,64.9
30,Male,181.5,65.5,0.3,5,4,72.6,2908.0,183.0,8.2,6.5,1.0,Yes,10,68.4
18,Male,188.5,68.5,12.1,1,7,90.5,2726.0,114.0,7.2,6.6,4.8,No,24,73.1
29,Male,173.4,56.1,4.4,6,9,65.9,2443.0,176.0,8.2,8.1,2.4,No,6,56.9
18,Male,173.8,53.4,3.8,6,8,87.5,2735.0,174.0,7.1,4.2,6.5,No,43,57.8
37,Female,155.0,44.6,2.0,6,9,25.0,2584.0,163.0,4.7,1.1,10.0,Yes,52,48.8
18,Male,178.5,68.3,0.4,3,7,30.8,2351.0,187.0,6.5,3.7,6.7,No,27,69.2
40,Male,176.0,55.5,1.4,2,13,40.3,2447.0,127.0,6.7,4.6,3.9,No,20,58.3
26,Male,188.1,70.4,1.2,6,7,77.6,2962.0,166.0,6.8,5.3,4.7,Yes,26,72.9
25,Male,165.2,52.6,1.1,5,6,49.4,2806.0,178.0,8.0,7.8,4.0,No,13,54.5
33,Female,165.2,48.5,2.1,7,12,51.8,2504.0,176.0,7.5,6.2,6.9,No,47,50.8
21,Male,165.3,54.9,2.7,7,10,92.8,2805.0,174.0,7.3,5.2,2.5,No,16,56.0
33,Male,185.4,67.5,0.6,4,14,81.1,2778.0,116.0,6.9,6.3,6.5,Yes,30,70.1
23,Female,150.3,41.2,2.2,2,9,53.5,1808.0,81.0,7.1,4.6,6.6,No,40,44.4
24,Male,167.4,55.6,0.9,4,8,92.2,3013.0,161.0,6.5,2.4,6.9,No,20,56.9
34,Male,176.1,56.8,0.0,3,13,65.4,2659.0,123.0,6.6,3.3,9.2,No,9,59.2
19,Male,176.8,64.9,0.3,5,4,60.2,2618.0,203.0,4.7,1.0,7.4,No,29,66.4
18,Female,150.0,42.2,2.1,7,14,81.9,2434.0,128.0,8.3,7.6,1.9,No,26,45.1
32,Female,164.4,51.7,3.4,6,11,61.9,2071.0,157.0,6.8,5.3,6.3,No,12,52.8
30,Female,174.8,53.9,0.1,5,14,62.6,2342.0,136.0,7.8,6.9,2.6,No,35,57.5
32,Male,181.9,64.7,0.3,1,9,12.9,2252.0,130.0,5.3,3.0,5.8,No,21,65.4
33,Female,164.3,50.4,1.2,7,9,57.1,2650.0,163.0,6.1,2.6,7.0,No,40,54.0
31,Male,178.5,66.1,0.2,7,12,44.0,2828.0,196.0,6.1,4.6,8.6,No,10,65.6
36,Male,186.1,66.2,2.1,4,8,47.3,2546.0,175.0,9.0,6.4,3.9,No,45,68.6
31,Male,183.8,69.9,0.1,6,13,60.9,2992.0,204.0,7.4,7.3,1.0,Yes,45,73.9
18,Male,180.6,62.4,0.2,3,7,79.7,2582.0,143.0,7.6,5.8,5.6,Yes,34,65.5
18,Male,176.4,56.1,2.6,1,7,69.8,2452.0,84.0,6.8,3.4,5.7,Yes,39,60.0
49,Female,174.4,51.8,3.5,5,12,35.5,2173.0,121.0,6.4,3.8,7.5,Yes,46,54.8
30,Female,168.4,51.7,0.6,7,14,56.2,2309.0,150.0,8.2,7.4,1.0,No,43,54.3
40,Male,175.4,60.3,1.2,1,9,54.1,2299.0,129.0,6.4,5.8,5.4,Yes,10,60.3
27,Male,174.9,65.7,1.7,2,10,58.0,2486.0,121.0,9.3,9.0,1.8,No,30,66.5
29,Male,166.3,53.3,0.0,5,12,81.5,3162.0,131.0,10.0,8.1,2.7,Yes,22,54.9
25,Male,180.0,65.4,2.5,7,12,85.5,2778.0,187.0,4.6,1.0,8.3,No,52,68.6
55,Female,158.6,41.5,0.1,2,7,68.8,1987.0,106.0,7.8,6.7,4.6,No,44,42.8
33,Male,187.8,68.6,0.4,1,14,50.1,2336.0,134.0,7.5,4.3,9.8,No,31,70.3
25,Female,165.1,47.6,2.6,3,14,20.5,2188.0,110.0,5.8,3.9,3.6,Yes,36,49.5
18,Male,183.9,66.9,3.6,1,11,60.1,2292.0,113.0,5.4,3.8,8.5,Yes,11,67.9
50,Male,183.7,64.8,2.5,2,14,61.2,2557.0,113.0,7.2,6.1,2.4,No,20,65.0
28,Male,191.5,76.2,5.0,3,12,103.9,2580.0,183.0,5.5,2.7,8.4,Yes,47,81.5
37,Male,178.3,63.1,8.7,2,10,70.5,2393.0,104.0,7.2,4.0,6.2,No,32,66.1
39,Male,174.3,65.6,3.3,2,7,95.3,2549.0,105.0,7.8,6.2,1.0,No,11,67.3
25,Female,162.4,46.2,1.9,2,10,70.8,1960.0,107.0,9.3,8.8,2.1,Yes,15,48.1
37,Male,187.5,66.6,0.1,1,13,63.8,2417.0,142.0,7.3,6.5,5.5,No,36,68.6
24,Female,151.1,38.8,4.6,2,9,56.6,1997.0,74.0,7.2,4.8,7.7,No,30,40.4
20,Male,170.9,53.1,0.7,3,9,40.5,2571.0,103.0,7.8,4.9,5.1,Yes,9,53.8
42,Male,178.7,69.0,1.0,4,8,47.3,2494.0,187.0,6.3,2.2,8.9,Yes,17,71.1
28,Male,175.9,57.8,1.5,6,9,36.1,3131.0,135.0,7.1,7.1,1.0,No,28,58.3
35,Female,168.8,48.9,4.3,3,11,71.3,1715.0,97.0,8.0,6.0,5.1,Yes,49,53.5
34,Male,167.6,56.9,3.3,2,4,10.0,2556.0,132.0,6.6,5.3,3.5,No,18,56.0
36,Female,164.7,48.6,1.4,1,5,38.6,1821.0,102.0,7.8,5.2,3.5,No,10,50.1
18,Male,175.7,61.5,4.2,4,10,81.9,2651.0,126.0,7.5,6.7,1.7,No,19,63.5
24,Female,157.4,37.0,3.8,6,4,51.0,2350.0,133.0,6.4,2.6,7.7,Yes,16,40.0
27,Male,183.2,69.1,0.8,1,8,47.0,2465.0,76.0,8.1,6.1,1.0,No,51,72.3
22,Female,155.7,43.5,0.7,7,14,71.6,2629.0,155.0,7.1,5.0,5.3,Yes,19,46.8
34,Female,169.0,54.0,1.0,5,8,27.4,2115.0,153.0,7.4,5.5,2.4,No,49,56.1
42,Female,165.2,46.7,2.9,2,14,46.9,1963.0,134.0,7.5,7.3,1.9,No,28,48.3
43,Male,174.4,61.2,2.0,7,12,71.4,2664.0,237.0,7.9,9.1,2.2,No,29,62.6
27,Male,169.8,53.0,0.3,3,11,42.5,2798.0,129.0,6.5,3.8,5.3,Yes,41,56.5
33,Male,183.0,59.5,0.8,7,8,22.6,2533.0,180.0,6.2,4.5,5.6,Yes,21,59.9
34,Female,166.5,47.9,4.2,3,5,73.6,2311.0,116.0,7.0,4.1,5.9,No,43,52.0
36,Male,188.8,72.2,5.4,3,8,37.9,2294.0,179.0,6.3,3.8,6.3,Yes,15,74.5
21,Female,168.4,49.4,0.3,4,7,47.8,2204.0,138.0,4.6,1.0,10.0,Yes,7,50.3
48,Male,174.6,63.6,7.3,1,11,67.4,2166.0,103.0,5.0,1.0,6.6,No,28,65.7
39,Male,173.7,61.6,2.0,2,8,34.0,2180.0,111.0,7.9,8.5,1.0,No,47,63.5
40,Male,180.4,68.2,3.2,1,5,62.3,2785.0,108.0,6.8,4.7,7.6,No,41,70.5
42,Female,157.7,40.9,3.5,3,5,52.5,2249.0,107.0,6.5,4.5,5.9,No,51,44.1
35,Female,166.8,48.7,0.3,7,14,72.2,2356.0,157.0,7.2,5.6,4.1,No,5,49.3
20,Female,166.5,55.6,1.9,5,10,50.4,2456.0,168.0,8.0,7.5,3.8,Yes,26,58.8
29,Male,185.2,72.8,0.3,4,5,39.5,2827.0,180.0,7.4,7.5,1.0,No,11,74.0
18,Female,162.4,47.3,1.2,7,11,33.3,2577.0,144.0,8.7,6.1,1.3,No,4,48.5
34,Female,159.0,45.3,0.9,6,12,31.3,2252.0,99.0,4.7,1.0,10.0,No,24,44.9
28,Male,178.3,64.6,3.7,6,5,102.5,2707.0,173.0,7.7,6.6,6.4,No,26,67.5
30,Female,159.8,48.7,0.3,5,5,17.9,2288.0,138.0,7.7,6.9,1.2,Yes,21,51.0
42,Female,173.8,51.1,3.8,6,6,41.5,2147.0,171.0,6.9,4.1,6.0,No,44,54.0
25,Female,171.9,55.4,0.9,6,7,64.9,2181.0,142.0,8.3,6.1,3.4,No,13,55.9
27,Female,168.3,53.2,0.1,2,14,25.1,2257.0,137.0,7.2,5.8,4.7,Yes,20,54.5
30,Male,174.4,65.3,2.2,7,11,53.1,2468.0,172.0,6.4,3.4,4.0,No,47,67.7
18,Male,183.0,66.2,10.8,7,13,68.9,3182.0,198.0,8.1,7.3,1.0,No,20,66.8
27,Female,164.6,48.3,4.4,2,4,66.7,2023.0,121.0,5.0,3.1,10.0,No,13,48.9
18,Male,176.1,60.7,5.2,2,8,15.5,2617.0,145.0,7.8,7.0,1.0,No,47,63.7
24,Female,153.6,41.3,0.9,3,15,37.1,2153.0,104.0,7.5,6.0,1.3,No,4,41.3
39,Female,165.6,48.2,0.5,1,8,49.9,2045.0,65.0,7.6,5.9,2.1,Yes,36,50.5
34,Female,156.3,41.4,4.0,4,5,55.3,2306.0,113.0,7.5,7.3,4.2,No,20,42.9
24,Female,161.6,42.7,0.1,2,12,27.3,1934.0,71.0,9.7,9.9,1.0,No,6,44.8
30,Male,181.9,66.3,5.9,4,10,98.0,2724.0,181.0,6.7,5.4,1.0,Yes,23,69.2
19,Male,177.6,58.6,0.9,4,8,55.1,2433.0,136.0,7.5,5.3,5.5,Yes,42,63.4
30,Male,185.6,67.9,2.4,2,14,48.8,2681.0,143.0,9.9,9.4,3.6,No,16,69.6
59,Male,179.8,63.4,1.0,2,14,58.0,2193.0,133.0,5.9,1.3,10.0,No,24,63.8
48,Male,184.1,63.5,1.9,4,14,58.8,2875.0,115.0,7.3,3.8,9.6,No,37,65.9
31,Male,171.0,62.4,0.8,4,11,83.2,2536.0,147.0,7.4,5.1,4.4,No,35,66.5
32,Female,156.5,43.6,0.8,7,8,33.0,2742.0,147.0,7.4,6.2,5.7,No,26,46.0
20,Female,157.0,37.7,0.9,3,7,41.8,2287.0,132.0,7.2,4.8,9.5,No,36,39.1
22,Male,166.2,51.9,3.1,2,6,37.7,2359.0,143.0,7.1,4.4,5.2,No,51,54.7
34,Male,187.5,70.6,0.5,5,14,74.1,2587.0,166.0,5.8,3.0,8.6,No,20,71.1
25,Female,154.9,35.1,1.2,3,14,33.3,1866.0,86.0,5.5,2.2,5.6,No,36,37.0
39,Male,167.9,52.4,0.7,1,10,34.1,2446.0,76.0,6.1,6.5,1.0,Yes,48,55.8
46,Male,157.1,43.0,0.2,5,12,23.5,2940.0,117.0,7.5,7.0,5.4,No,35,43.6
33,Male,180.3,65.1,2.6,1,11,48.3,2214.0,141.0,6.4,5.6,4.6,No,28,67.3
31,Female,160.8,44.7,4.3,7,10,95.9,2223.0,132.0,6.5,5.4,4.8,No,40,49.3
18,Male,173.4,61.4,0.6,4,5,40.5,2765.0,136.0,4.8,2.5,9.7,No,6,60.9
37,Female,173.1,56.1,0.9,5,8,47.6,2353.0,145.0,5.8,5.8,4.9,Yes,27,56.3
19,Male,178.3,65.0,4.3,1,14,80.1,2578.0,101.0,7.5,6.7,4.0,Yes,27,69.1
26,Male,172.6,59.3,4.3,1,13,49.8,2318.0,125.0,6.8,5.1,6.8,No,13,59.8
40,Male,165.9,50.0,2.5,1,15,25.3,2597.0,95.0,8.9,6.8,6.9,No,25,49.0
40,Male,176.2,61.9,1.3,2,12,68.2,2105.0,147.0,7.4,5.4,4.6,Yes,22,62.5
25,Female,161.4,44.8,0.3,1,4,89.6,2165.0,102.0,9.5,8.9,1.0,No,32,47.5
26,Female,166.5,46.0,1.8,7,4,33.8,2442.0,130.0,7.1,5.8,4.0,No,24,48.2
23,Female,170.8,53.9,1.0,5,8,67.9,2316.0,162.0,5.6,3.3,3.7,Yes,49,59.2
18,Female,169.1,55.8,0.8,3,5,31.3,1717.0,102.0,7.4,4.1,6.9,Yes,6,56.1
24,Female,150.0,34.5,3.5,5,4,66.8,2412.0,127.0,5.5,2.6,10.0,No,33,36.9
18,Female,166.0,50.0,1.1,3,11,33.9,2349.0,114.0,6.5,4.3,4.7,Yes,35,52.8
37,Female,174.5,59.0,1.4,7,9,59.7,2348.0,163.0,7.1,5.3,10.0,No,14,59.3
34,Male,177.0,65.1,1.1,6,8,59.6,2808.0,183.0,7.3,6.6,3.8,No,25,66.2
36,Male,171.8,59.9,2.4,4,12,105.8,2732.0,154.0,5.9,2.9,8.0,No,35,62.3
20,Male,158.4,46.0,0.5,4,6,40.4,2758.0,91.0,7.5,5.8,3.2,No,20,47.9
18,Female,162.8,46.0,2.1,3,15,34.4,2029.0,116.0,6.5,4.7,3.5,Yes,9,46.2
31,Male,180.9,64.0,1.5,5,14,80.6,2726.0,175.0,7.9,5.0,4.5,Yes,33,68.5
31,Male,179.0,63.2,2.9,2,9,72.8,2243.0,134.0,4.8,1.5,10.0,Yes,26,64.8
29,Female,162.3,46.9,1.5,5,10,39.2,1921.0,143.0,6.4,3.1,9.3,No,26,48.6
27,Female,167.4,48.3,0.9,4,13,69.5,2114.0,144.0,4.0,1.0,8.4,No,28,51.6
47,Female,154.7,37.8,0.2,1,7,41.2,1769.0,58.0,8.1,7.2,5.3,No,34,40.3
34,Male,182.4,66.7,1.4,5,8,73.2,2782.0,150.0,9.4,7.1,4.4,No,39,70.7
50,Female,161.0,48.8,0.7,7,14,32.8,2079.0,158.0,5.4,3.8,5.6,No,26,48.2
43,Male,177.2,57.5,4.6,5,11,91.5,2957.0,134.0,4.9,2.2,10.0,Yes,7,57.4
47,Male,156.6,44.1,0.6,6,4,71.7,2916.0,128.0,6.9,4.5,7.9,No,47,47.7
19,Male,172.4,58.1,3.2,7,9,47.0,3153.0,192.0,6.2,4.2,7.0,No,5,57.5
36,Male,172.7,55.0,1.3,7,11,88.4,2795.0,165.0,6.5,3.5,3.5,No,20,55.6
26,Male,176.2,59.3,0.0,4,13,78.0,2742.0,145.0,5.9,1.9,4.9,No,21,61.4
18,Female,162.2,45.2,0.6,1,4,48.5,2205.0,124.0,6.8,3.8,8.6,No,48,46.5
45,Male,183.6,63.0,5.0,7,4,105.5,3118.0,187.0,7.2,3.9,4.8,No,46,68.5
27,Female,155.1,41.7,0.7,6,11,57.5,2364.0,157.0,7.2,5.9,4.2,No,12,41.7
19,Male,184.7,64.9,1.8,2,9,99.6,2641.0,157.0,8.2,5.6,6.1,Yes,12,65.8
26,Male,170.3,57.5,1.7,1,15,65.3,2847.0,104.0,7.3,4.9,3.2,No,48,62.2
22,Male,172.8,59.0,2.2,2,4,38.0,2050.0,112.0,7.1,5.0,5.3,No,45,59.9
23,Male,172.2,58.8,6.0,4,7,74.9,2847.0,151.0,8.4,7.0,4.7,No,44,63.1
28,Female,162.4,47.6,2.7,1,11,38.7,1523.0,113.0,6.5,4.9,6.1,Yes,37,49.1
47,Male,185.3,71.5,1.6,4,10,80.6,2926.0,143.0,7.0,7.8,2.2,Yes,16,73.4
23,Male,174.7,61.3,4.9,7,12,66.4,3194.0,180.0,5.5,3.3,7.3,Yes,35,65.4
47,Male,174.9,60.6,3.0,7,10,58.9,2762.0,183.0,7.6,6.0,4.5,No,12,60.9
38,Male,171.8,58.1,0.6,3,15,29.5,2738.0,130.0,5.2,2.9,7.0,Yes,14,58.6
34,Female,163.8,51.8,0.5,4,13,10.0,2279.0,113.0,7.6,8.2,3.0,No,42,50.8
37,Male,178.5,66.8,3.8,1,8,74.1,2791.0,131.0,9.5,7.7,1.0,No,46,68.8
30,Female,168.6,49.4,0.3,1,8,21.0,2040.0,60.0,5.3,2.0,8.4,No,4,49.6
43,Female,165.4,49.4,0.4,2,5,52.6,2378.0,108.0,8.5,9.2,2.0,Yes,44,52.9
36,Female,150.0,39.6,2.4,6,9,44.8,2432.0,153.0,7.3,4.7,5.7,No,41,41.9
18,Female,161.3,47.1,0.4,5,14,56.7,2286.0,98.0,6.9,4.4,7.6,Yes,38,49.5
33,Female,165.9,50.4,3.9,3,6,98.4,2373.0,124.0,5.5,1.0,10.0,No,14,50.2
38,Female,158.2,46.9,0.4,7,10,100.6,2370.0,162.0,7.9,3.6,4.5,No,25,48.7
27,Female,161.0,49.2,0.6,3,4,44.6,2341.0,118.0,7.6,6.7,1.2,No,25,47.2
31,Male,180.6,72.5,1.5,2,14,46.2,2256.0,152.0,5.4,1.1,6.3,Yes,50,76.8
24,Male,177.7,63.1,1.9,7,14,68.3,2943.0,174.0,6.8,5.5,4.5,No,9,63.4
18,Male,184.9,62.7,1.6,3,10,36.8,2224.0,173.0,6.3,3.2,8.2,No,51,63.9
18,Female,166.0,47.7,1.3,5,10,59.4,1979.0,138.0,7.3,5.3,4.8,Yes,13,49.7
18,Female,157.0,45.2,0.1,5,7,54.5,2410.0,140.0,7.5,6.2,3.4,No,25,47.9
37,Male,169.6,53.6,1.8,5,8,54.3,2330.0,135.0,5.4,3.1,5.6,No,26,55.4
18,Female,169.1,52.2,2.8,7,15,85.8,2504.0,152.0,6.2,5.0,6.3,No,15,54.1
23,Male,166.2,49.1,1.3,5,8,70.7,2006.0,125.0,5.8,1.7,5.5,No,35,53.1
22,Male,179.3,67.7,0.7,4,7,87.8,2865.0,172.0,5.9,1.9,7.5,No,33,70.7
27,Female,172.4,56.3,0.3,1,12,10.0,1718.0,118.0,7.5,8.5,1.0,No,21,55.0
18,Male,178.1,56.9,0.8,6,13,64.8,2834.0,151.0,7.1,6.9,3.0,No,16,57.3
34,Male,182.5,68.7,5.1,6,7,91.1,2875.0,192.0,7.8,6.2,1.0,Yes,35,73.0
18,Female,180.4,55.8,0.9,3,5,43.7,2267.0,119.0,6.9,3.4,5.2,Yes,9,56.5
41,Female,161.5,41.8,2.7,6,6,89.3,2435.0,115.0,8.6,6.6,3.4,No,10,42.4
24,Male,173.1,53.6,0.7,1,15,16.9,2368.0,98.0,7.2,5.8,4.0,No,17,53.4
29,Female,160.6,43.9,0.3,2,4,34.7,1810.0,77.0,6.8,5.9,3.9,No,24,43.6
30,Male,174.7,61.9,4.2,4,4,84.6,2288.0,132.0,7.0,3.9,7.8,Yes,35,64.4
32,Male,175.6,61.7,0.5,4,7,65.2,3005.0,141.0,6.1,2.0,5.7,No,34,65.2
30,Male,188.4,71.3,0.2,5,7,41.9,2488.0,159.0,6.2,5.3,3.8,Yes,25,73.3
26,Female,162.2,47.1,1.0,2,12,25.1,2007.0,95.0,7.6,6.6,3.4,No,29,48.3
33,Male,179.7,63.8,3.8,7,9,80.6,2786.0,201.0,7.2,3.9,6.3,No,42,68.4
35,Female,156.4,40.9,0.2,5,7,57.9,2627.0,142.0,9.2,8.2,1.3,Yes,32,45.2
22,Female,164.5,48.5,0.4,2,7,39.7,2126.0,103.0,8.9,10.0,1.3,No,25,49.4
34,Female,159.6,44.1,2.5,4,14,62.9,2342.0,132.0,5.7,2.1,9.7,No,40,46.9
42,Male,186.4,71.7,0.9,5,11,25.1,2439.0,175.0,6.8,5.6,1.3,No,39,72.7
37,Female,158.7,42.8,1.7,5,5,58.6,2469.0,113.0,8.2,6.6,4.7,No,31,43.3
39,Male,193.0,76.5,0.9,7,5,24.1,2964.0,179.0,8.2,8.6,1.0,Yes,15,77.1
32,Male,177.2,61.2,7.4,6,7,101.9,2936.0,176.0,7.9,6.9,5.1,No,41,65.9
21,Male,179.1,64.8,3.9,2,15,67.0,2253.0,162.0,7.5,5.4,6.0,No,25,66.5
22,Male,175.1,62.1,3.0,6,15,74.1,2807.0,189.0,6.5,5.0,3.8,No,38,64.8
33,Female,168.9,51.4,2.2,1,15,48.0,2103.0,122.0,7.9,5.7,4.5,Yes,45,53.3
39,Male,161.3,44.7,1.4,2,8,38.8,2518.0,86.0,7.5,7.6,2.2,Yes,5,46.4
58,Male,182.5,64.3,1.0,1,15,34.0,2318.0,115.0,7.4,5.8,3.0,No,20,64.7
40,Female,167.4,52.4,0.0,5,6,75.3,2097.0,159.0,8.8,8.5,1.0,No,31,54.8
18,Male,175.7,64.4,2.3,5,7,51.8,2705.0,156.0,6.4,4.9,7.4,No,39,65.9
22,Female,165.5,47.3,1.7,3,11,42.2,1848.0,116.0,8.2,5.8,6.2,Yes,18,49.3
53,Male,174.1,60.8,0.2,7,13,54.2,2695.0,190.0,4.0,1.0,10.0,No,9,62.2
28,Female,163.3,44.5,2.4,5,11,56.4,2031.0,139.0,7.5,6.7,2.4,No,45,47.2
